"parent","child","parentrated","childrated"
634,633,"Distrust","Trust"
650,7,"Distrust","Distrust"
7,650,"Distrust","Trust"
427,682,"Distrust","Distrust"
654,325,"Distrust","Trust"
325,654,"Distrust","Distrust"
243,680,"Distrust","Trust"
680,243,"Distrust","Distrust"
633,630,"Distrust","Trust"
630,633,"Distrust","Distrust"
680,144,"Distrust","Trust"
144,680,"Distrust","Distrust"
570,669,"Distrust","Trust"
304,64,"Distrust","Distrust"
585,684,"Distrust","Trust"
113,680,"Distrust","Distrust"
684,585,"Distrust","Trust"
670,522,"Distrust","Distrust"
522,670,"Distrust","Trust"
266,77,"Distrust","Distrust"
680,113,"Distrust","Trust"
677,685,"Distrust","Distrust"
685,677,"Distrust","Trust"
266,7,"Distrust","Distrust"
243,7,"Trust","Trust"
679,627,"Distrust","Distrust"
650,23,"Distrust","Trust"
23,686,"Distrust","Distrust"
686,23,"Distrust","Trust"
647,687,"Distrust","Distrust"
687,647,"Distrust","Trust"
630,521,"Distrust","Distrust"
29,411,"Distrust","Trust"
427,630,"Distrust","Distrust"
630,427,"Distrust","Trust"
650,686,"Distrust","Distrust"
405,667,"Distrust","Trust"
667,405,"Distrust","Distrust"
298,688,"Distrust","Trust"
688,298,"Distrust","Distrust"
495,687,"Distrust","Trust"
686,650,"Distrust","Distrust"
630,689,"Distrust","Trust"
689,630,"Distrust","Distrust"
496,462,"Distrust","Trust"
319,690,"Distrust","Distrust"
4,319,"Distrust","Trust"
690,319,"Distrust","Distrust"
319,4,"Distrust","Trust"
647,350,"Distrust","Distrust"
350,647,"Distrust","Trust"
7,193,"Distrust","Distrust"
523,691,"Distrust","Trust"
691,523,"Trust","Distrust"
243,692,"Distrust","Trust"
680,693,"Distrust","Distrust"
693,680,"Distrust","Trust"
577,651,"Distrust","Distrust"
651,577,"Distrust","Trust"
378,159,"Distrust","Distrust"
144,667,"Distrust","Trust"
667,144,"Distrust","Distrust"
171,550,"Distrust","Trust"
550,171,"Distrust","Distrust"
630,650,"Distrust","Trust"
650,630,"Distrust","Distrust"
394,214,"Distrust","Trust"
214,394,"Distrust","Distrust"
464,694,"Distrust","Trust"
658,427,"Distrust","Distrust"
644,634,"Distrust","Trust"
634,644,"Distrust","Distrust"
36,678,"Distrust","Trust"
678,36,"Distrust","Distrust"
1,695,"Distrust","Trust"
695,696,"Distrust","Distrust"
630,418,"Distrust","Trust"
691,418,"Distrust","Distrust"
634,418,"Distrust","Trust"
696,695,"Distrust","Distrust"
418,630,"Distrust","Trust"
418,691,"Distrust","Distrust"
418,634,"Distrust","Trust"
304,680,"Distrust","Distrust"
680,304,"Distrust","Trust"
396,630,"Distrust","Distrust"
630,396,"Distrust","Trust"
683,570,"Distrust","Distrust"
570,683,"Distrust","Trust"
351,7,"Distrust","Distrust"
7,351,"Distrust","Trust"
570,646,"Distrust","Distrust"
646,570,"Distrust","Trust"
698,626,"Distrust","Distrust"
616,399,"Distrust","Trust"
630,399,"Distrust","Distrust"
361,7,"Distrust","Trust"
7,361,"Distrust","Distrust"
386,630,"Distrust","Trust"
630,386,"Distrust","Distrust"
144,697,"Distrust","Trust"
522,57,"Distrust","Distrust"
57,522,"Distrust","Trust"
559,699,"Distrust","Distrust"
699,559,"Distrust","Trust"
567,687,"Distrust","Distrust"
687,567,"Distrust","Trust"
171,700,"Distrust","Distrust"
700,171,"Distrust","Trust"
7,666,"Distrust","Distrust"
697,144,"Distrust","Trust"
304,701,"Distrust","Distrust"
701,304,"Distrust","Trust"
701,523,"Distrust","Distrust"
198,702,"Distrust","Trust"
701,399,"Distrust","Distrust"
399,701,"Distrust","Trust"
399,630,"Distrust","Distrust"
702,198,"Distrust","Trust"
202,697,"Distrust","Distrust"
697,202,"Distrust","Trust"
177,325,"Distrust","Distrust"
523,702,"Distrust","Trust"
702,523,"Distrust","Distrust"
325,177,"Distrust","Trust"
620,7,"Distrust","Distrust"
7,620,"Distrust","Trust"
452,523,"Distrust","Distrust"
659,75,"Distrust","Trust"
548,703,"Distrust","Distrust"
703,548,"Distrust","Trust"
703,608,"Distrust","Distrust"
416,691,"Distrust","Trust"
691,416,"Distrust","Distrust"
691,585,"Distrust","Trust"
585,691,"Distrust","Distrust"
641,571,"Distrust","Trust"
642,634,"Distrust","Distrust"
202,634,"Distrust","Trust"
634,642,"Distrust","Distrust"
634,202,"Distrust","Trust"
598,641,"Distrust","Distrust"
634,705,"Distrust","Trust"
705,634,"Distrust","Distrust"
29,135,"Distrust","Trust"
135,29,"Distrust","Distrust"
642,706,"Distrust","Trust"
701,634,"Distrust","Distrust"
634,701,"Distrust","Trust"
706,642,"Distrust","Distrust"
691,113,"Distrust","Trust"
113,691,"Distrust","Distrust"
585,523,"Distrust","Trust"
523,585,"Distrust","Distrust"
647,585,"Distrust","Trust"
585,647,"Distrust","Distrust"
571,641,"Distrust","Trust"
171,521,"Distrust","Distrust"
521,171,"Distrust","Trust"
644,243,"Distrust","Distrust"
243,644,"Distrust","Trust"
577,708,"Distrust","Distrust"
570,707,"Distrust","Trust"
707,570,"Distrust","Distrust"
708,577,"Distrust","Trust"
171,390,"Distrust","Distrust"
697,57,"Distrust","Trust"
202,704,"Distrust","Distrust"
7,639,"Distrust","Trust"
639,7,"Distrust","Distrust"
26,626,"Distrust","Trust"
704,202,"Distrust","Distrust"
390,171,"Distrust","Trust"
666,7,"Distrust","Distrust"
142,7,"Distrust","Trust"
270,521,"Distrust","Distrust"
202,64,"Distrust","Trust"
64,202,"Distrust","Distrust"
687,304,"Distrust","Trust"
626,26,"Distrust","Distrust"
626,698,"Distrust","Trust"
709,7,"Distrust","Distrust"
709,417,"Distrust","Trust"
709,710,"Distrust","Distrust"
469,711,"Distrust","Trust"
711,469,"Distrust","Distrust"
45,4,"Distrust","Trust"
417,709,"Distrust","Distrust"
654,687,"Distrust","Trust"
687,654,"Distrust","Distrust"
28,374,"Distrust","Trust"
322,484,"Distrust","Distrust"
104,712,"Distrust","Trust"
4,45,"Trust","Distrust"
537,407,"Distrust","Trust"
256,321,"Distrust","Distrust"
321,256,"Distrust","Trust"
460,449,"Distrust","Distrust"
579,7,"Trust","Trust"
427,523,"Distrust","Distrust"
523,427,"Distrust","Trust"
523,714,"Distrust","Distrust"
641,598,"Distrust","Trust"
647,714,"Distrust","Distrust"
7,709,"Distrust","Trust"
436,318,"Distrust","Distrust"
710,709,"Distrust","Trust"
561,390,"Distrust","Distrust"
678,717,"Trust","Trust"
1,672,"Distrust","Distrust"
718,672,"Distrust","Trust"
597,719,"Distrust","Distrust"
719,597,"Distrust","Trust"
184,720,"Trust","Distrust"
64,721,"Distrust","Trust"
721,64,"Trust","Distrust"
651,718,"Distrust","Trust"
720,184,"Trust","Distrust"
718,651,"Distrust","Trust"
7,153,"Distrust","Distrust"
685,722,"Distrust","Trust"
722,685,"Distrust","Distrust"
390,561,"Distrust","Trust"
717,678,"Trust","Distrust"
722,723,"Distrust","Trust"
723,722,"Distrust","Distrust"
36,202,"Distrust","Trust"
202,36,"Distrust","Distrust"
647,724,"Distrust","Trust"
724,647,"Distrust","Distrust"
502,480,"Distrust","Trust"
7,725,"Distrust","Distrust"
725,7,"Distrust","Trust"
386,718,"Distrust","Distrust"
64,725,"Distrust","Trust"
480,502,"Distrust","Distrust"
718,386,"Distrust","Trust"
550,726,"Distrust","Distrust"
726,550,"Distrust","Trust"
144,720,"Distrust","Distrust"
720,144,"Distrust","Trust"
537,727,"Distrust","Distrust"
159,640,"Distrust","Trust"
727,537,"Distrust","Distrust"
727,728,"Distrust","Trust"
728,727,"Distrust","Distrust"
728,387,"Distrust","Trust"
630,387,"Distrust","Distrust"
387,728,"Distrust","Trust"
387,630,"Distrust","Distrust"
469,592,"Distrust","Trust"
592,469,"Distrust","Distrust"
284,257,"Distrust","Trust"
691,548,"Distrust","Distrust"
353,730,"Distrust","Trust"
363,523,"Trust","Distrust"
523,363,"Trust","Trust"
729,523,"Distrust","Distrust"
523,729,"Distrust","Trust"
715,707,"Distrust","Distrust"
469,731,"Distrust","Trust"
731,469,"Distrust","Distrust"
141,186,"Distrust","Trust"
186,141,"Distrust","Distrust"
4,538,"Distrust","Trust"
325,104,"Distrust","Distrust"
393,732,"Distrust","Trust"
652,216,"Distrust","Distrust"
216,652,"Distrust","Trust"
214,495,"Distrust","Distrust"
495,214,"Distrust","Trust"
7,733,"Distrust","Distrust"
733,7,"Distrust","Trust"
432,214,"Distrust","Distrust"
214,432,"Distrust","Trust"
325,19,"Distrust","Distrust"
630,484,"Distrust","Trust"
484,630,"Distrust","Distrust"
732,734,"Distrust","Trust"
658,643,"Distrust","Distrust"
523,654,"Trust","Trust"
654,523,"Trust","Distrust"
523,222,"Distrust","Trust"
608,703,"Distrust","Distrust"
707,571,"Distrust","Trust"
571,707,"Distrust","Distrust"
680,735,"Distrust","Trust"
735,680,"Distrust","Distrust"
412,592,"Distrust","Trust"
592,412,"Distrust","Distrust"
537,736,"Distrust","Trust"
736,537,"Distrust","Distrust"
378,676,"Distrust","Trust"
676,378,"Distrust","Distrust"
654,171,"Distrust","Trust"
171,654,"Distrust","Distrust"
491,13,"Distrust","Trust"
13,491,"Distrust","Distrust"
278,737,"Distrust","Trust"
737,278,"Distrust","Distrust"
654,738,"Distrust","Trust"
738,654,"Distrust","Distrust"
705,104,"Trust","Trust"
278,60,"Distrust","Distrust"
104,705,"Distrust","Trust"
346,644,"Distrust","Distrust"
644,346,"Distrust","Trust"
673,598,"Distrust","Distrust"
598,673,"Distrust","Trust"
716,598,"Distrust","Distrust"
598,716,"Distrust","Trust"
734,739,"Distrust","Distrust"
564,740,"Distrust","Trust"
740,564,"Distrust","Distrust"
13,741,"Distrust","Trust"
642,741,"Distrust","Distrust"
678,644,"Distrust","Trust"
644,678,"Distrust","Distrust"
13,742,"Distrust","Trust"
742,13,"Distrust","Distrust"
741,13,"Distrust","Trust"
741,642,"Distrust","Distrust"
714,647,"Distrust","Trust"
13,647,"Distrust","Distrust"
378,644,"Distrust","Trust"
644,378,"Distrust","Distrust"
633,742,"Distrust","Trust"
742,743,"Distrust","Distrust"
743,742,"Distrust","Trust"
742,633,"Distrust","Distrust"
387,35,"Distrust","Trust"
13,744,"Distrust","Distrust"
744,13,"Distrust","Trust"
144,743,"Distrust","Distrust"
743,144,"Distrust","Trust"
35,387,"Distrust","Distrust"
167,2,"Trust","Trust"
167,245,"Trust","Distrust"
167,223,"Trust","Trust"
167,39,"Trust","Distrust"
633,745,"Distrust","Trust"
745,633,"Distrust","Distrust"
39,167,"Trust","Trust"
39,223,"Trust","Distrust"
39,245,"Trust","Trust"
39,1,"Trust","Distrust"
35,390,"Distrust","Trust"
687,746,"Distrust","Distrust"
746,687,"Distrust","Trust"
687,744,"Distrust","Distrust"
732,540,"Distrust","Trust"
540,732,"Distrust","Distrust"
732,747,"Distrust","Trust"
747,732,"Trust","Distrust"
732,748,"Distrust","Trust"
748,732,"Distrust","Distrust"
732,749,"Trust","Trust"
749,732,"Trust","Distrust"
452,163,"Distrust","Trust"
163,452,"Distrust","Distrust"
610,452,"Distrust","Trust"
452,610,"Distrust","Distrust"
687,750,"Distrust","Trust"
452,714,"Distrust","Distrust"
13,751,"Distrust","Trust"
751,13,"Distrust","Distrust"
576,507,"Distrust","Trust"
700,752,"Distrust","Distrust"
752,700,"Distrust","Trust"
202,753,"Distrust","Distrust"
753,202,"Distrust","Trust"
361,202,"Distrust","Distrust"
202,361,"Distrust","Trust"
405,714,"Distrust","Distrust"
714,405,"Distrust","Trust"
630,308,"Distrust","Distrust"
308,630,"Distrust","Trust"
308,13,"Distrust","Distrust"
678,754,"Distrust","Trust"
688,45,"Distrust","Distrust"
268,62,"Trust","Trust"
688,523,"Distrust","Distrust"
523,688,"Distrust","Trust"
734,732,"Distrust","Distrust"
644,692,"Distrust","Trust"
739,734,"Distrust","Distrust"
754,678,"Distrust","Trust"
734,755,"Distrust","Distrust"
459,756,"Distrust","Trust"
647,757,"Distrust","Distrust"
390,35,"Distrust","Trust"
757,647,"Distrust","Distrust"
390,219,"Distrust","Trust"
270,681,"Distrust","Distrust"
681,270,"Distrust","Trust"
634,484,"Distrust","Distrust"
634,64,"Distrust","Trust"
484,634,"Distrust","Distrust"
507,576,"Distrust","Trust"
2,758,"Distrust","Distrust"
758,2,"Distrust","Trust"
202,759,"Distrust","Distrust"
759,202,"Distrust","Trust"
270,452,"Distrust","Distrust"
452,270,"Distrust","Trust"
309,257,"Distrust","Distrust"
452,744,"Distrust","Trust"
744,452,"Distrust","Distrust"
2,744,"Distrust","Trust"
744,2,"Distrust","Distrust"
570,761,"Distrust","Trust"
761,570,"Distrust","Distrust"
634,763,"Distrust","Trust"
763,634,"Distrust","Distrust"
570,657,"Distrust","Trust"
657,570,"Distrust","Distrust"
647,764,"Distrust","Trust"
13,634,"Distrust","Distrust"
634,13,"Distrust","Trust"
764,647,"Distrust","Distrust"
13,765,"Distrust","Trust"
765,13,"Distrust","Distrust"
766,412,"Distrust","Trust"
427,449,"Distrust","Distrust"
647,144,"Distrust","Trust"
412,766,"Distrust","Distrust"
416,634,"Distrust","Trust"
634,416,"Distrust","Distrust"
7,358,"Distrust","Trust"
261,576,"Distrust","Distrust"
576,261,"Distrust","Trust"
132,767,"Distrust","Distrust"
767,132,"Distrust","Trust"
7,621,"Distrust","Distrust"
621,7,"Distrust","Trust"
452,751,"Distrust","Distrust"
751,452,"Distrust","Trust"
193,7,"Trust","Distrust"
228,57,"Trust","Trust"
230,768,"Distrust","Distrust"
768,230,"Distrust","Trust"
634,523,"Distrust","Distrust"
523,634,"Distrust","Trust"
630,523,"Distrust","Distrust"
523,630,"Distrust","Trust"
523,769,"Distrust","Distrust"
769,523,"Distrust","Trust"
64,770,"Trust","Distrust"
770,64,"Trust","Trust"
425,353,"Distrust","Distrust"
144,647,"Distrust","Trust"
249,764,"Distrust","Distrust"
764,249,"Distrust","Trust"
475,466,"Distrust","Distrust"
466,475,"Distrust","Trust"
592,501,"Distrust","Distrust"
249,772,"Distrust","Trust"
772,249,"Distrust","Distrust"
592,605,"Distrust","Trust"
135,773,"Distrust","Distrust"
773,135,"Distrust","Trust"
249,774,"Distrust","Distrust"
729,207,"Distrust","Trust"
1,773,"Distrust","Distrust"
773,1,"Distrust","Trust"
1,647,"Distrust","Distrust"
647,1,"Distrust","Trust"
774,249,"Distrust","Distrust"
207,729,"Distrust","Trust"
775,776,"Distrust","Distrust"
776,775,"Distrust","Trust"
605,592,"Distrust","Distrust"
249,777,"Distrust","Trust"
475,760,"Distrust","Distrust"
777,249,"Distrust","Trust"
732,778,"Distrust","Distrust"
778,732,"Trust","Trust"
647,779,"Distrust","Distrust"
779,647,"Distrust","Trust"
742,780,"Distrust","Distrust"
100,781,"Distrust","Trust"
781,100,"Distrust","Distrust"
270,782,"Distrust","Trust"
782,270,"Distrust","Distrust"
270,783,"Distrust","Trust"
783,270,"Distrust","Distrust"
782,784,"Distrust","Trust"
784,782,"Distrust","Distrust"
270,742,"Distrust","Trust"
742,270,"Distrust","Distrust"
202,785,"Distrust","Trust"
785,202,"Distrust","Distrust"
587,786,"Distrust","Trust"
786,587,"Distrust","Distrust"
787,39,"Distrust","Trust"
787,788,"Distrust","Distrust"
202,592,"Distrust","Trust"
781,748,"Distrust","Distrust"
748,781,"Distrust","Trust"
469,535,"Distrust","Distrust"
535,469,"Distrust","Trust"
787,644,"Distrust","Distrust"
484,789,"Distrust","Trust"
484,790,"Distrust","Distrust"
324,790,"Distrust","Trust"
769,204,"Distrust","Distrust"
630,350,"Distrust","Trust"
204,769,"Distrust","Distrust"
350,630,"Distrust","Trust"
757,791,"Distrust","Distrust"
791,757,"Distrust","Trust"
767,535,"Distrust","Distrust"
177,104,"Distrust","Trust"
535,767,"Distrust","Distrust"
202,792,"Distrust","Trust"
171,630,"Distrust","Distrust"
630,171,"Distrust","Trust"
789,484,"Distrust","Distrust"
778,733,"Distrust","Trust"
733,778,"Distrust","Distrust"
792,202,"Distrust","Trust"
790,484,"Distrust","Distrust"
630,733,"Distrust","Trust"
790,324,"Distrust","Distrust"
733,630,"Distrust","Trust"
767,793,"Distrust","Distrust"
757,794,"Distrust","Trust"
794,757,"Distrust","Distrust"
793,767,"Distrust","Trust"
64,57,"Distrust","Distrust"
535,795,"Distrust","Trust"
795,535,"Distrust","Distrust"
202,779,"Distrust","Trust"
637,588,"Distrust","Distrust"
7,64,"Distrust","Trust"
640,7,"Distrust","Distrust"
522,796,"Distrust","Trust"
757,797,"Distrust","Distrust"
796,522,"Distrust","Trust"
743,798,"Distrust","Distrust"
798,743,"Distrust","Trust"
797,757,"Distrust","Distrust"
757,799,"Distrust","Trust"
799,757,"Distrust","Distrust"
757,800,"Distrust","Trust"
800,757,"Distrust","Distrust"
536,801,"Distrust","Trust"
801,536,"Distrust","Distrust"
572,415,"Distrust","Trust"
784,788,"Distrust","Distrust"
788,784,"Distrust","Trust"
634,802,"Distrust","Distrust"
634,803,"Distrust","Trust"
803,634,"Distrust","Distrust"
802,634,"Distrust","Trust"
256,634,"Distrust","Distrust"
634,256,"Distrust","Trust"
592,804,"Distrust","Distrust"
804,592,"Distrust","Trust"
804,523,"Distrust","Distrust"
634,805,"Distrust","Trust"
805,634,"Distrust","Distrust"
256,629,"Distrust","Trust"
629,256,"Distrust","Distrust"
499,496,"Distrust","Trust"
499,104,"Distrust","Distrust"
419,806,"Distrust","Trust"
419,649,"Distrust","Distrust"
707,715,"Distrust","Trust"
649,419,"Distrust","Distrust"
249,808,"Distrust","Trust"
419,762,"Distrust","Distrust"
132,72,"Distrust","Trust"
535,697,"Distrust","Distrust"
762,419,"Distrust","Trust"
808,249,"Distrust","Distrust"
753,535,"Distrust","Trust"
697,535,"Distrust","Distrust"
732,809,"Distrust","Trust"
634,2,"Distrust","Distrust"
2,634,"Distrust","Trust"
2,732,"Distrust","Distrust"
809,732,"Distrust","Trust"
742,810,"Distrust","Distrust"
810,742,"Distrust","Trust"
2,13,"Distrust","Distrust"
13,2,"Distrust","Trust"
732,2,"Distrust","Distrust"
419,780,"Distrust","Trust"
634,811,"Distrust","Distrust"
811,634,"Distrust","Trust"
642,812,"Distrust","Distrust"
812,642,"Distrust","Trust"
811,37,"Distrust","Distrust"
270,813,"Distrust","Trust"
813,270,"Distrust","Distrust"
37,811,"Distrust","Trust"
780,742,"Distrust","Distrust"
780,419,"Distrust","Trust"
780,814,"Trust","Distrust"
814,780,"Trust","Trust"
781,256,"Distrust","Distrust"
37,680,"Distrust","Trust"
680,37,"Distrust","Distrust"
642,815,"Distrust","Trust"
570,816,"Distrust","Distrust"
642,606,"Distrust","Trust"
396,1,"Distrust","Distrust"
1,396,"Distrust","Trust"
815,642,"Distrust","Distrust"
353,1,"Trust","Trust"
1,353,"Distrust","Distrust"
817,249,"Distrust","Trust"
249,817,"Distrust","Distrust"
537,818,"Distrust","Trust"
818,537,"Distrust","Distrust"
815,725,"Distrust","Trust"
725,815,"Distrust","Distrust"
725,812,"Distrust","Trust"
812,725,"Distrust","Distrust"
812,177,"Distrust","Trust"
177,812,"Distrust","Distrust"
767,687,"Distrust","Trust"
687,767,"Distrust","Distrust"
725,177,"Distrust","Trust"
177,725,"Distrust","Distrust"
725,767,"Distrust","Trust"
767,725,"Distrust","Distrust"
767,227,"Distrust","Trust"
227,767,"Distrust","Distrust"
779,7,"Distrust","Trust"
4,522,"Distrust","Distrust"
725,780,"Distrust","Trust"
780,725,"Distrust","Distrust"
13,522,"Distrust","Trust"
227,725,"Distrust","Distrust"
725,227,"Distrust","Trust"
104,177,"Distrust","Distrust"
104,363,"Distrust","Trust"
363,104,"Distrust","Distrust"
687,781,"Distrust","Trust"
793,687,"Distrust","Distrust"
687,793,"Distrust","Trust"
443,819,"Distrust","Distrust"
770,539,"Distrust","Trust"
539,770,"Distrust","Distrust"
779,202,"Distrust","Trust"
793,417,"Distrust","Distrust"
779,820,"Distrust","Trust"
820,779,"Distrust","Distrust"
417,793,"Distrust","Trust"
135,795,"Distrust","Distrust"
535,753,"Trust","Trust"
635,804,"Distrust","Distrust"
804,635,"Distrust","Trust"
795,135,"Distrust","Distrust"
57,697,"Distrust","Trust"
537,687,"Distrust","Distrust"
687,537,"Distrust","Trust"
687,821,"Distrust","Distrust"
821,687,"Distrust","Trust"
537,795,"Distrust","Distrust"
816,570,"Distrust","Trust"
579,1,"Distrust","Distrust"
725,724,"Distrust","Trust"
724,725,"Distrust","Distrust"
724,537,"Distrust","Trust"
795,537,"Distrust","Distrust"
770,823,"Distrust","Trust"
823,770,"Distrust","Distrust"
579,687,"Distrust","Trust"
523,2,"Distrust","Distrust"
1,9,"Distrust","Trust"
687,579,"Distrust","Distrust"
9,1,"Trust","Trust"
824,537,"Distrust","Distrust"
725,687,"Distrust","Trust"
714,523,"Distrust","Distrust"
824,826,"Distrust","Trust"
826,824,"Distrust","Distrust"
202,537,"Distrust","Trust"
824,827,"Distrust","Distrust"
283,198,"Distrust","Trust"
198,283,"Distrust","Distrust"
647,828,"Distrust","Trust"
29,829,"Distrust","Distrust"
826,827,"Distrust","Trust"
827,826,"Distrust","Distrust"
828,647,"Distrust","Trust"
795,830,"Distrust","Distrust"
830,795,"Distrust","Trust"
691,831,"Distrust","Distrust"
295,523,"Distrust","Trust"
777,41,"Distrust","Distrust"
4,537,"Distrust","Trust"
270,775,"Distrust","Distrust"
534,833,"Distrust","Trust"
833,534,"Distrust","Distrust"
760,834,"Distrust","Trust"
760,475,"Distrust","Distrust"
760,835,"Distrust","Trust"
21,777,"Distrust","Distrust"
64,399,"Distrust","Trust"
399,64,"Distrust","Distrust"
835,760,"Distrust","Trust"
784,29,"Distrust","Distrust"
29,784,"Distrust","Trust"
784,545,"Distrust","Distrust"
64,547,"Distrust","Trust"
547,64,"Distrust","Distrust"
780,499,"Distrust","Trust"
812,776,"Distrust","Distrust"
776,812,"Distrust","Trust"
499,780,"Distrust","Distrust"
779,701,"Distrust","Trust"
701,779,"Distrust","Distrust"
701,833,"Distrust","Trust"
35,836,"Distrust","Distrust"
779,1,"Distrust","Trust"
1,779,"Distrust","Distrust"
836,35,"Distrust","Trust"
411,29,"Distrust","Distrust"
776,837,"Distrust","Trust"
837,776,"Distrust","Distrust"
144,820,"Distrust","Trust"
144,198,"Distrust","Distrust"
198,144,"Distrust","Trust"
350,779,"Distrust","Distrust"
779,350,"Distrust","Trust"
35,838,"Distrust","Distrust"
755,839,"Distrust","Trust"
839,755,"Distrust","Distrust"
755,734,"Distrust","Trust"
833,701,"Distrust","Distrust"
61,109,"Trust","Trust"
560,839,"Distrust","Distrust"
839,560,"Distrust","Trust"
753,840,"Trust","Distrust"
832,841,"Distrust","Trust"
841,832,"Distrust","Distrust"
209,842,"Distrust","Trust"
775,270,"Distrust","Distrust"
842,209,"Distrust","Trust"
209,843,"Distrust","Distrust"
522,13,"Distrust","Trust"
522,4,"Distrust","Distrust"
820,209,"Distrust","Trust"
843,209,"Distrust","Distrust"
209,820,"Distrust","Trust"
832,359,"Distrust","Distrust"
775,844,"Distrust","Trust"
689,687,"Distrust","Distrust"
687,689,"Distrust","Trust"
2,779,"Distrust","Distrust"
779,2,"Distrust","Trust"
689,837,"Distrust","Distrust"
837,689,"Distrust","Trust"
687,216,"Distrust","Distrust"
390,243,"Distrust","Trust"
216,687,"Distrust","Distrust"
689,845,"Distrust","Trust"
845,689,"Distrust","Distrust"
689,523,"Distrust","Trust"
216,846,"Distrust","Distrust"
523,689,"Distrust","Trust"
687,847,"Distrust","Distrust"
847,687,"Distrust","Trust"
832,769,"Distrust","Distrust"
769,832,"Distrust","Trust"
832,848,"Distrust","Distrust"
832,735,"Distrust","Trust"
243,849,"Distrust","Distrust"
849,243,"Distrust","Trust"
846,687,"Distrust","Distrust"
209,818,"Distrust","Trust"
818,209,"Distrust","Distrust"
228,850,"Distrust","Trust"
850,228,"Distrust","Distrust"
630,295,"Distrust","Trust"
295,630,"Distrust","Distrust"
769,847,"Trust","Trust"
630,851,"Distrust","Distrust"
851,630,"Distrust","Trust"
851,539,"Distrust","Distrust"
848,832,"Distrust","Trust"
346,838,"Distrust","Distrust"
851,687,"Distrust","Trust"
838,346,"Distrust","Distrust"
847,769,"Trust","Trust"
7,548,"Distrust","Distrust"
587,637,"Distrust","Trust"
132,852,"Distrust","Distrust"
852,132,"Distrust","Trust"
847,853,"Distrust","Distrust"
853,847,"Distrust","Trust"
216,295,"Distrust","Distrust"
295,216,"Distrust","Trust"
318,436,"Distrust","Distrust"
561,854,"Distrust","Trust"
235,21,"Distrust","Distrust"
21,235,"Distrust","Trust"
687,855,"Distrust","Distrust"
855,687,"Distrust","Trust"
856,857,"Distrust","Distrust"
856,687,"Distrust","Trust"
856,858,"Distrust","Distrust"
687,856,"Distrust","Trust"
41,859,"Distrust","Distrust"
295,860,"Distrust","Trust"
860,295,"Distrust","Distrust"
859,41,"Distrust","Trust"
847,304,"Distrust","Distrust"
304,847,"Distrust","Trust"
854,561,"Distrust","Distrust"
295,861,"Distrust","Trust"
861,295,"Distrust","Distrust"
714,687,"Distrust","Trust"
202,714,"Distrust","Distrust"
13,687,"Distrust","Trust"
687,862,"Distrust","Distrust"
862,687,"Distrust","Trust"
687,714,"Distrust","Distrust"
799,832,"Distrust","Trust"
832,654,"Distrust","Distrust"
654,832,"Distrust","Trust"
832,799,"Distrust","Distrust"
824,623,"Trust","Trust"
832,295,"Distrust","Distrust"
353,494,"Distrust","Trust"
494,353,"Distrust","Distrust"
295,770,"Distrust","Trust"
770,295,"Distrust","Distrust"
494,569,"Distrust","Trust"
569,494,"Distrust","Distrust"
390,863,"Distrust","Trust"
770,820,"Distrust","Distrust"
863,390,"Distrust","Trust"
863,786,"Distrust","Distrust"
534,714,"Distrust","Trust"
714,534,"Distrust","Distrust"
832,820,"Distrust","Trust"
820,770,"Distrust","Distrust"
820,832,"Distrust","Trust"
832,864,"Distrust","Distrust"
864,832,"Distrust","Trust"
2,654,"Distrust","Distrust"
654,2,"Distrust","Trust"
770,771,"Distrust","Distrust"
842,830,"Distrust","Trust"
830,842,"Distrust","Distrust"
295,865,"Distrust","Trust"
374,838,"Distrust","Distrust"
838,374,"Distrust","Trust"
844,775,"Distrust","Distrust"
857,856,"Distrust","Trust"
832,687,"Distrust","Distrust"
687,832,"Distrust","Trust"
832,866,"Distrust","Distrust"
866,832,"Distrust","Trust"
866,755,"Distrust","Distrust"
171,283,"Distrust","Trust"
687,867,"Distrust","Distrust"
867,687,"Distrust","Trust"
832,868,"Distrust","Distrust"
868,832,"Distrust","Trust"
35,862,"Distrust","Distrust"
862,869,"Distrust","Trust"
869,862,"Distrust","Distrust"
283,171,"Distrust","Trust"
862,35,"Distrust","Distrust"
283,479,"Distrust","Trust"
479,283,"Distrust","Distrust"
346,870,"Distrust","Trust"
779,770,"Distrust","Distrust"
770,779,"Distrust","Trust"
864,871,"Distrust","Distrust"
871,864,"Distrust","Trust"
832,872,"Distrust","Distrust"
872,832,"Distrust","Trust"
870,346,"Distrust","Distrust"
832,873,"Distrust","Trust"
873,832,"Distrust","Distrust"
283,295,"Distrust","Trust"
295,283,"Distrust","Distrust"
535,104,"Distrust","Trust"
779,537,"Distrust","Distrust"
418,283,"Distrust","Trust"
475,874,"Distrust","Distrust"
874,475,"Distrust","Trust"
864,875,"Distrust","Distrust"
875,864,"Distrust","Trust"
862,770,"Distrust","Distrust"
770,862,"Distrust","Trust"
862,876,"Distrust","Distrust"
862,732,"Distrust","Trust"
732,862,"Distrust","Distrust"
283,418,"Distrust","Trust"
862,735,"Distrust","Distrust"
735,862,"Distrust","Trust"
733,763,"Distrust","Distrust"
862,13,"Distrust","Trust"
13,862,"Distrust","Distrust"
283,606,"Distrust","Trust"
862,877,"Distrust","Distrust"
